Headline,Body_ID,Stance
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1539,3
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",704,3
High School Student Rumored to Have Made $72 Million Trading Stocks,796,3
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2115,3
"Source: Pot in NYC may soon net just a ticket, not arrest",1718,3
Missing American journalist reportedly beheaded by Islamic State ,1166,3
Luke Somers' sister says he was killed in failed Yemen rescue attempt,2411,3
Michael Brown shooting audio caught on tape?,1446,2
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1948,3
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,1642,3
Meteorite 'caused mysterious boom in Nicaragua',1790,2
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1832,3
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,817,3
‘Evocative shape': Is Vladimir Putin trolling the world with his motorcade formation?,944,3
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1385,3
Nigeria says ceasefire agreed with Boko Haram,2045,3
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1987,2
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,195,3
Dog found abandoned at Scottish train station with suitcase of belongings,1198,3
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",616,2
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1648,3
Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him,1317,3
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1385,3
Man who SLAPS people if they sneeze in public being hunted by police,1375,3
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],755,3
ISIS Appears To Behead American Photojournalist In YouTube Video,1358,3
ISIS fighters ‘have contracted Ebola’,1013,3
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2096,2
Video shows ISIL beheading of photojournalist James Foley,1011,2
ISIS Militants Allegedly Contracted Ebola,984,3
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1808,3
Isis claims it has US airdrop of weapons,2483,3
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2125,1
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1166,3
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2434,2
New policy could reduce marijuana possession arrests,1171,3
Islamic State Leader al-Baghdadi “Not Dead”,511,3
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,1539,2
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,385,3
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1252,3
James Foley remembered as 'brave and tireless' journalist,1361,3
Man chops off own penis after being dumped by his girlfriend,1379,3
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,1205,3
Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],609,0
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1506,3
Islamic State fighters training to fly captured jets — watchdog,819,3
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],586,2
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,186,3
Report claims Kim Jong-un underwent surgery to repair fractured ankles,2022,2
"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not Dead",2332,0
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1299,3
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2213,3
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,2109,2
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,1058,3
Mexico police find mass grave near site 43 students vanished,295,3
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1948,3
Could Kim Jong Un open a restaurant in Scotland?,1806,3
New Audio Allegedly Captures Moment Michael Brown Was Shot,2370,3
‘Photo of slain IS leader’ reported to be doctored,1426,3
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1424,2
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,2441,3
Sugarhill Gang rapper Big Bank Hank dies at age 57,1374,3
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,816,0
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,2374,0
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1787,3
"North Korean leader Kim Jong Un had ankle surgery, report says",932,3
"Dead for 48 minutes, this Catholic Priest claims God is female",2520,3
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,634,3
BREAKING: Soldier shot at War Memorial in Ottawa,892,3
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),2072,3
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1313,0
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1012,3
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,404,3
Mexico Says Students Not Among Dead in Mass Grave,251,3
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",2288,3
REPORT: Alleged New Audio of Michael Brown Shooting,1893,3
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2404,3
Christian Bale quits Steve Jobs movie,2403,3
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,251,3
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",269,3
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,992,3
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2403,3
World's oldest burger,2371,3
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1871,3
Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,1642,3
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",816,3
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1996,1
"Dead for 48 minutes, Catholic Priest claims God is female",34,3
Shocking moment shows 'adulteress' stripped naked and beaten in busy shopping centre,1334,0
"Audio captured at time of Michael Brown shooting, company says",1893,3
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,244,3
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,1400,3
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,1277,3
Missing American journalist reportedly beheaded by Islamic State ,1574,3
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1009,3
Soldier shot near Canadian parliament building,2269,3
ISIS executioner 'Jihadi John' named by media,503,3
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1361,3
An audio recording of the Michael Brown shooting has reportedly surfaced,900,3
'Banksy' Reacts To Paris Attack With Poignant Drawing,1406,3
‘Little old lady’ Arrested for Making Fur Coats with Neighbor’s Cats,1289,3
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",1212,3
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",169,3
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2471,2
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1931,3
"Boko Haram agrees to ceasefire, release of school girls",1588,1
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,891,3
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2154,2
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1939,3
Mexico police find mass grave near site 43 students vanished,683,3
ISIL allegedly kills US journalist in video,2296,3
Missing Planes,2208,2
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",367,3
Vandal paints penis on £1.5million Bugatti Veyron,2286,3
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,2256,3
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2147,2
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,683,3
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,305,0
Resetting iOS 8 Preferences May Wipe iCloud Files,1155,3
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,578,2
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1802,3
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1295,3
Jihadi John identity revealed as Mohammed Emwazi: live,81,3
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2434,2
Missing Libyan jetliners raise fears of terror attacks on 9/11,299,3
Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,144,3
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",505,3
Mexico finds 4 more graves at site of suspected student massacre,1849,3
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1027,2
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,2404,2
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1854,3
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,962,3
Sugarhill Gang rapper Big Bank Hank dead at 57,2118,3
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1693,3
Tips for Chinese choosing an English name,624,0
Dog found abandoned at Scottish train station with suitcase of belongings,347,3
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1938,3
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,1024,3
See the Crater a Meteorite Made in Nicaragua,373,3
KC hospital: Patient does not have symptom profile of Ebola,1226,3
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1340,0
Watch: US marine survives Taliban sniper headshot in Afghanistan,2389,3
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",498,3
"Marine Gets Shot in the Head, Walks Away",860,3
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,298,3
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,742,3
Saudi Arabia 'fatwa over building of snowmen',239,3
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1569,3
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,120,3
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1821,2
North Korean dictator Kim Jong-Un to open restaurant in Scotland,2309,2
Media reports identify Londoner as Islamic State's ‘Jihadi John’,961,3
Journalist James Wright Foley reportedly beheaded by ISIS,1288,2
"Islamic State training fighter pilots in captured jets, monitoring group says",495,2
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1543,3
Rats are still running around at Vogue,2031,0
Christian Bale Exits Steve Jobs Movie (Exclusive),2211,0
Has North Korean dictator Kim Jong-un been replaced by his sister?,2046,3
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",829,3
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,1934,3
Christian Bale in Talks to Play Steve Jobs (Exclusive),72,2
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,292,2
Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],1480,3
An audio recording of the Michael Brown shooting has reportedly surfaced,693,2
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,125,3
God is a woman- Priest who died for 48 minutes claims,603,0
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1019,3
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1311,3
6 Islamist militants killed in US attack in Somalia,1024,3
Man chops off own penis after being dumped by his girlfriend,8,3
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),542,3
Tropical spider burrowed under Bali tourist's skin,1709,3
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",1239,3
Pentagon: ISIS Got U.S. Weapons Package,2295,2
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1597,3
Audio recording allegedly captures moment Michael Brown was shot,2070,3
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",30,3
Isis claims to behead US journalist,2386,2
Jilted lover chops off his penis after girlfriend dumps him,827,0
